"id","date","day_of_week","sedentary_minutes","lightly_active_minutes","fairly_active_minutes","very_active_minutes","sedentary_active_distance","light_active_distance","moderately_active_distance","very_active_distance","calories","total_steps","total_distance","tracker_distance","logged_activities_distance","steps_total"
1503960366,"4/12/2016","Tue",728,328,13,25,0,6.06,0.55,1.88,1985,13162,8.5,8.5,0,13162
1503960366,"4/13/2016","Wed",776,217,19,21,0,4.71,0.69,1.57,1797,10735,6.97,6.97,0,10735
1503960366,"4/14/2016","Thu",1218,181,11,30,0,3.91,0.4,2.44,1776,10460,6.74,6.74,0,10460
1503960366,"4/15/2016","Fri",726,209,34,29,0,2.83,1.26,2.14,1745,9762,6.28,6.28,0,9762
1503960366,"4/16/2016","Sat",773,221,10,36,0,5.04,0.41,2.71,1863,12669,8.16,8.16,0,12669
1503960366,"4/17/2016","Sun",539,164,20,38,0,2.51,0.78,3.19,1728,9705,6.48,6.48,0,9705
1503960366,"4/18/2016","Mon",1149,233,16,42,0,4.71,0.64,3.25,1921,13019,8.59,8.59,0,13019
1503960366,"4/19/2016","Tue",775,264,31,50,0,5.03,1.32,3.53,2035,15506,9.88,9.88,0,15506
1503960366,"4/20/2016","Wed",818,205,12,28,0,4.24,0.48,1.96,1786,10544,6.68,6.68,0,10544
1503960366,"4/21/2016","Thu",838,211,8,19,0,4.65,0.35,1.34,1775,9819,6.34,6.34,0,9819
1503960366,"4/22/2016","Fri",1217,130,27,66,0,2.24,1.12,4.76,1827,12764,8.13,8.13,0,12764
1503960366,"4/23/2016","Sat",732,262,21,41,0,5.36,0.87,2.81,1949,14371,9.04,9.04,0,14371
1503960366,"4/24/2016","Sun",709,238,5,39,0,3.28,0.21,2.92,1788,10039,6.41,6.41,0,10039
1503960366,"4/25/2016","Mon",814,216,14,73,0,3.94,0.57,5.29,2013,15355,9.8,9.8,0,15355
1503960366,"4/26/2016","Tue",833,279,23,31,0,5.54,0.92,2.33,1970,13755,8.79,8.79,0,13755
1503960366,"4/27/2016","Wed",1108,243,11,78,0,5.41,0.41,6.4,2159,18134,12.21,12.21,0,18134
1503960366,"4/28/2016","Thu",782,189,28,48,0,3.79,1.16,3.54,1898,13154,8.53,8.53,0,13154
1503960366,"4/29/2016","Fri",815,243,12,16,0,5.58,0.5,1.06,1837,11181,7.15,7.15,0,11181
1503960366,"4/30/2016","Sat",712,217,34,52,0,4.27,1.42,3.56,1947,14673,9.25,9.25,0,14673
1503960366,"5/1/2016","Sun",730,246,35,33,0,2.92,1.6,2.29,1820,10602,6.81,6.81,0,10602
1503960366,"5/10/2016","Tue",746,214,31,46,0,3.26,1.16,3.35,1859,12207,7.77,7.77,0,12207
1503960366,"5/11/2016","Wed",669,251,23,36,0,4.55,1.01,2.56,1783,12770,8.13,8.13,0,12770
1503960366,"5/12/2016","Thu",1440,0,0,0,0,0,0,0,0,0,0,0,0,0
1503960366,"5/2/2016","Mon",798,277,15,41,0,5.92,0.57,3.21,2004,14727,9.71,9.71,0,14727
1503960366,"5/3/2016","Tue",816,254,24,50,0,4.88,1.05,3.73,1990,15103,9.66,9.66,0,15103
1503960366,"5/4/2016","Wed",1179,203,22,36,0,3.82,0.87,2.46,1819,11100,7.15,7.15,0,11100
1503960366,"5/5/2016","Thu",857,250,24,45,0,4.88,1.08,2.92,1959,14070,8.9,8.9,0,14070
1503960366,"5/6/2016","Fri",754,289,6,24,0,5.81,0.25,1.97,1896,12159,8.03,8.03,0,12159
1503960366,"5/7/2016","Sat",833,175,46,37,0,3.13,2.12,2.46,1821,11992,7.71,7.71,0,11992
1503960366,"5/8/2016","Sun",574,203,8,44,0,2.73,0.32,3.53,1740,10060,6.58,6.58,0,10060
1503960366,"5/9/2016","Mon",835,206,11,46,0,3.74,0.53,3.45,1819,12022,7.72,7.72,0,12022
1624580081,"4/12/2016","Tue",1294,146,0,0,0,5.31,0,0,1432,8163,5.31,5.31,0,8163
1624580081,"4/13/2016","Wed",1292,148,0,0,0,4.55,0,0,1411,7007,4.55,4.55,0,7007
1624580081,"4/14/2016","Thu",1204,236,0,0,0.01,5.91,0,0,1572,9107,5.92,5.92,0,9107
1624580081,"4/15/2016","Fri",1344,96,0,0,0,0.97,0,0,1344,1510,0.98,0.98,0,1510
1624580081,"4/16/2016","Sat",1264,176,0,0,0,3.49,0,0,1463,5370,3.49,3.49,0,5370
1624580081,"4/17/2016","Sun",1276,127,22,15,0.01,1.49,1.52,1.03,1554,6175,4.06,4.06,0,6175
1624580081,"4/18/2016","Mon",1214,202,7,17,0.01,4.62,0.62,2.15,1604,10536,7.41,7.41,0,10536
1624580081,"4/19/2016","Tue",1299,141,0,0,0,1.9,0,0,1435,2916,1.9,1.9,0,2916
1624580081,"4/20/2016","Wed",1289,151,0,0,0,3.23,0,0,1446,4974,3.23,3.23,0,4974
1624580081,"4/21/2016","Thu",1254,186,0,0,0.02,4.11,0,0,1467,6349,4.13,4.13,0,6349
1624580081,"4/22/2016","Fri",1241,199,0,0,0,2.6,0,0,1470,4026,2.62,2.62,0,4026
1624580081,"4/23/2016","Sat",1213,227,0,0,0.01,5.54,0,0,1562,8538,5.55,5.55,0,8538
1624580081,"4/24/2016","Sun",1221,185,18,16,0,1.89,0.91,1.15,1617,6076,3.95,3.95,0,6076
1624580081,"4/25/2016","Mon",1238,202,0,0,0.02,4.2,0,0,1492,6497,4.22,4.22,0,6497
1624580081,"4/26/2016","Tue",1300,140,0,0,0.01,1.83,0,0,1402,2826,1.84,1.84,0,2826
1624580081,"4/27/2016","Wed",1233,154,36,17,0,2.46,1.87,1.11,1670,8367,5.44,5.44,0,8367
1624580081,"4/28/2016","Thu",1320,115,5,0,0,1.6,0.2,0,1401,2759,1.79,1.79,0,2759
1624580081,"4/29/2016","Fri",1290,150,0,0,0,1.55,0,0,1404,2390,1.55,1.55,0,2390
1624580081,"4/30/2016","Sat",1182,224,23,11,0.01,2.12,1.28,0.9,1655,6474,4.3,4.3,0,6474
1624580081,"5/1/2016","Sun",1020,171,63,186,0.02,1.91,4.19,21.92,2690,36019,28.03,28.03,0,36019
1624580081,"5/10/2016","Tue",1301,139,0,0,0.01,1.92,0,0,1393,2969,1.93,1.93,0,2969
1624580081,"5/11/2016","Wed",1328,112,0,0,0,2.04,0,0,1359,3134,2.04,2.04,0,3134
1624580081,"5/12/2016","Thu",890,107,0,0,0.01,1.92,0,0,1002,2971,1.93,1.93,0,2971
1624580081,"5/2/2016","Mon",1261,166,6,7,0,3.47,0.59,0.86,1497,7155,4.93,4.93,0,7155
1624580081,"5/3/2016","Tue",1344,96,0,0,0.02,1.34,0,0,1334,2100,1.37,1.37,0,2100
1624580081,"5/4/2016","Wed",1322,118,0,0,0,1.42,0,0,1368,2193,1.43,1.43,0,2193
1624580081,"5/5/2016","Thu",1323,117,0,0,0.02,1.58,0,0,1370,2470,1.61,1.61,0,2470
1624580081,"5/6/2016","Fri",1338,102,0,0,0.01,1.12,0,0,1341,1727,1.12,1.12,0,1727
1624580081,"5/7/2016","Sat",1258,182,0,0,0,1.37,0,0,1474,2104,1.37,1.37,0,2104
1624580081,"5/8/2016","Sun",1288,152,0,0,0,2.22,0,0,1427,3427,2.23,2.23,0,3427
1624580081,"5/9/2016","Mon",1349,91,0,0,0,1.13,0,0,1328,1732,1.13,1.13,0,1732
1644430081,"4/12/2016","Tue",1131,256,51,2,0,5.33,2.3,0.14,3199,10694,7.77,7.77,0,10694
1644430081,"4/13/2016","Wed",1259,135,16,30,0,2.64,0.9,2.28,2902,8001,5.82,5.82,0,8001
1644430081,"4/14/2016","Thu",1125,252,58,5,0,5.1,2.56,0.36,3226,11037,8.02,8.02,0,11037
1644430081,"4/15/2016","Fri",1263,170,4,3,0,3.45,0.15,0.22,2750,5263,3.83,3.83,0,5263
1644430081,"4/16/2016","Sat",1135,212,42,51,0,5.09,1.88,4.1,3493,15300,11.12,11.12,0,15300
1644430081,"4/17/2016","Sun",1212,186,13,29,0,3.55,0.57,2.25,3011,8757,6.37,6.37,0,8757
1644430081,"4/18/2016","Mon",1271,121,33,15,0,2.45,1.67,1.07,2806,7132,5.19,5.19,0,7132
1644430081,"4/19/2016","Tue",1099,278,58,5,0,5.3,2.53,0.36,3300,11256,8.18,8.18,0,11256
1644430081,"4/20/2016","Wed",1315,125,0,0,0.01,1.76,0,0,2430,2436,1.77,1.77,0,2436
1644430081,"4/21/2016","Thu",1402,38,0,0,0.01,0.88,0,0,2140,1223,0.89,0.89,0,1223
1644430081,"4/22/2016","Fri",1354,86,0,0,0.01,2.66,0,0,2344,3673,2.67,2.67,0,3673
1644430081,"4/23/2016","Sat",1265,160,15,0,0,4.25,0.58,0,2677,6637,4.83,4.83,0,6637
1644430081,"4/24/2016","Sun",1351,89,0,0,0,2.41,0,0,2413,3321,2.41,2.41,0,3321
1644430081,"4/25/2016","Mon",1337,94,1,8,0,1.95,0.06,0.59,2497,3580,2.6,2.6,0,3580
1644430081,"4/26/2016","Tue",1165,223,41,11,0,4.69,1.72,0.8,3123,9919,7.21,7.21,0,9919
1644430081,"4/27/2016","Wed",1322,118,0,0,0,2.2,0,0,2489,3032,2.2,2.2,0,3032
1644430081,"4/28/2016","Thu",1157,227,53,3,0,4.31,2.32,0.2,3108,9405,6.84,6.84,0,9405
1644430081,"4/29/2016","Fri",1193,120,0,0,0,2.31,0,0,2498,3176,2.31,2.31,0,3176
1644430081,"4/30/2016","Sat",816,402,71,9,0,9.46,3.14,0.63,3846,18213,13.24,13.24,0,18213
1644430081,"5/1/2016","Sun",908,146,24,3,0,3.23,0.99,0.24,2696,6132,4.46,4.46,0,6132
1644430081,"5/10/2016","Tue",1254,155,19,12,0.01,4.97,0.81,0.88,2799,9167,6.66,6.66,0,9167
1644430081,"5/11/2016","Wed",713,49,0,0,0.01,0.95,0,0,1276,1329,0.97,0.97,0,1329
1644430081,"5/2/2016","Mon",682,148,7,1,0,2.35,0.31,0.07,2580,3758,2.73,2.73,0,3758
1644430081,"5/3/2016","Tue",1115,221,94,10,0,4.54,4.09,0.72,3324,12850,9.34,9.34,0,12850
1644430081,"5/4/2016","Wed",1388,52,0,0,0.02,1.66,0,0,2222,2309,1.68,1.68,0,2309
1644430081,"5/5/2016","Thu",1341,81,12,6,0.01,2.13,0.54,0.52,2463,4363,3.19,3.19,0,4363
1644430081,"5/6/2016","Fri",1054,369,6,11,0.02,6.01,0.27,0.82,3328,9787,7.12,7.12,0,9787
1644430081,"5/7/2016","Sat",1139,243,17,41,0.01,5.67,0.79,3.26,3404,13372,9.72,9.72,0,13372
1644430081,"5/8/2016","Sun",991,295,0,0,0,4.88,0,0,2987,6724,4.89,4.89,0,6724
1644430081,"5/9/2016","Mon",1099,303,6,32,0.01,2.09,0.35,2.39,3008,6643,4.83,4.83,0,6643
1844505072,"4/12/2016","Tue",1101,339,0,0,0,4.43,0,0,2030,6697,4.43,4.43,0,6697
1844505072,"4/13/2016","Wed",1192,248,0,0,0,3.26,0,0,1860,4929,3.26,3.26,0,4929
1844505072,"4/14/2016","Thu",843,373,0,0,0,5.23,0,0,2130,7937,5.25,5.25,0,7937
1844505072,"4/15/2016","Fri",527,176,0,0,0,2.54,0,0,1725,3844,2.54,2.54,0,3844
1844505072,"4/16/2016","Sat",1293,147,0,0,0,2.26,0,0,1657,3414,2.26,2.26,0,3414
1844505072,"4/17/2016","Sun",1231,199,8,2,0,2.59,0.26,0.14,1793,4525,2.99,2.99,0,4525
1844505072,"4/18/2016","Mon",1211,217,12,0,0,2.56,0.48,0,1814,4597,3.04,3.04,0,4597
1844505072,"4/19/2016","Tue",1430,10,0,0,0,0.13,0,0,1366,197,0.13,0.13,0,197
1844505072,"4/20/2016","Wed",1439,1,0,0,0,0.01,0,0,1349,8,0.01,0.01,0,8
1844505072,"4/21/2016","Thu",1117,308,13,2,0,4.68,0.52,0.12,2062,8054,5.32,5.32,0,8054
1844505072,"4/22/2016","Fri",1220,220,0,0,0,3.55,0,0,1827,5372,3.55,3.55,0,5372
1844505072,"4/23/2016","Sat",1301,139,0,0,0,2.36,0,0,1645,3570,2.36,2.36,0,3570
1844505072,"4/24/2016","Sun",1440,0,0,0,0,0,0,0,1347,0,0,0,0,0
1844505072,"4/25/2016","Mon",1440,0,0,0,0,0,0,0,1347,0,0,0,0,0
1844505072,"4/26/2016","Tue",1440,0,0,0,0,0,0,0,1347,0,0,0,0,0
1844505072,"4/27/2016","Wed",1439,1,0,0,0,0,0,0,1348,4,0,0,0,4
1844505072,"4/28/2016","Thu",1138,302,0,0,0,4.56,0,0,1992,6907,4.57,4.57,0,6907
1844505072,"4/29/2016","Fri",1082,247,0,0,0,3.25,0,0,1856,4920,3.25,3.25,0,4920
1844505072,"4/30/2016","Sat",218,184,0,0,0,2.65,0,0,1763,4014,2.67,2.67,0,4014
1844505072,"5/1/2016","Sun",585,75,7,0,0,1.45,0.26,0,1541,2573,1.7,1.7,0,2573
1844505072,"5/10/2016","Tue",1440,0,0,0,0,0,0,0,1347,0,0,0,0,0
1844505072,"5/11/2016","Wed",1440,0,0,0,0,0,0,0,1347,0,0,0,0,0
1844505072,"5/12/2016","Thu",711,0,0,0,0,0,0,0,665,0,0,0,0,0
1844505072,"5/2/2016","Mon",1440,0,0,0,0,0,0,0,1348,0,0,0,0,0
1844505072,"5/3/2016","Tue",1256,184,0,0,0,2.68,0,0,1742,4059,2.68,2.68,0,4059
1844505072,"5/4/2016","Wed",1353,87,0,0,0,1.37,0,0,1549,2080,1.37,1.37,0,2080
1844505072,"5/5/2016","Thu",1320,120,0,0,0,1.48,0,0,1589,2237,1.48,1.48,0,2237
1844505072,"5/6/2016","Fri",1438,2,0,0,0,0.03,0,0,1351,44,0.03,0.03,0,44
1844505072,"5/7/2016","Sat",1440,0,0,0,0,0,0,0,1347,0,0,0,0,0
1844505072,"5/8/2016","Sun",1440,0,0,0,0,0,0,0,1347,0,0,0,0,0
1844505072,"5/9/2016","Mon",1440,0,0,0,0,0,0,0,1347,0,0,0,0,0
1927972279,"4/12/2016","Tue",734,55,0,0,0,0.47,0,0,2220,678,0.47,0.47,0,678
1927972279,"4/13/2016","Wed",986,32,0,0,0,0.25,0,0,2151,356,0.25,0.25,0,356
1927972279,"4/14/2016","Thu",1292,88,9,0,0,1.1,0.4,0,2383,2163,1.5,1.5,0,2163
1927972279,"4/15/2016","Fri",941,51,0,0,0,0.68,0,0,2221,980,0.68,0.68,0,980
1927972279,"4/16/2016","Sat",1440,0,0,0,0,0,0,0,2064,0,0,0,0,0
1927972279,"4/17/2016","Sun",1440,0,0,0,0,0,0,0,2063,0,0,0,0,0
1927972279,"4/18/2016","Mon",1423,17,0,0,0,0.17,0,0,2111,244,0.17,0.17,0,244
1927972279,"4/19/2016","Tue",1440,0,0,0,0,0,0,0,2063,0,0,0,0,0
1927972279,"4/20/2016","Wed",1440,0,0,0,0,0,0,0,2063,0,0,0,0,0
1927972279,"4/21/2016","Thu",1440,0,0,0,0,0,0,0,2064,0,0,0,0,0
1927972279,"4/22/2016","Fri",1430,10,0,0,0,0.1,0,0,2093,149,0.1,0.1,0,149
1927972279,"4/23/2016","Sat",1295,145,0,0,0,2.04,0,0,2499,2945,2.04,2.04,0,2945
1927972279,"4/24/2016","Sun",1358,75,6,1,0,1.14,0.24,0.07,2324,2090,1.45,1.45,0,2090
1927972279,"4/25/2016","Mon",1303,12,0,0,0,0.11,0,0,2100,152,0.11,0.11,0,152
1927972279,"4/26/2016","Tue",1058,192,0,0,0,2.6,0,0,2638,3761,2.6,2.6,0,3761
1927972279,"4/27/2016","Wed",1440,0,0,0,0,0,0,0,2063,0,0,0,0,0
1927972279,"4/28/2016","Thu",1167,95,0,0,0,1.16,0,0,2351,1675,1.16,1.16,0,1675
1927972279,"4/29/2016","Fri",1440,0,0,0,0,0,0,0,2063,0,0,0,0,0
1927972279,"4/30/2016","Sat",1440,0,0,0,0,0,0,0,2064,0,0,0,0,0
1927972279,"5/1/2016","Sun",1355,70,1,14,0,0.83,0.03,1.01,2411,2704,1.87,1.87,0,2704
1927972279,"5/10/2016","Tue",1440,0,0,0,0,0,0,0,2063,0,0,0,0,0
1927972279,"5/11/2016","Wed",1440,0,0,0,0,0,0,0,2063,0,0,0,0,0
1927972279,"5/12/2016","Thu",966,0,0,0,0,0,0,0,1383,0,0,0,0,0
1927972279,"5/2/2016","Mon",1322,94,8,16,0,1.16,0.3,1.16,2505,3790,2.62,2.62,0,3790
1927972279,"5/3/2016","Tue",1413,17,0,10,0,0.18,0,0.73,2195,1326,0.92,0.92,0,1326
1927972279,"5/4/2016","Wed",1353,87,0,0,0,1.24,0,0,2338,1786,1.24,1.24,0,1786
1927972279,"5/5/2016","Thu",1440,0,0,0,0,0,0,0,2063,0,0,0,0,0
1927972279,"5/6/2016","Fri",1332,108,0,0,0,1.45,0,0,2383,2091,1.45,1.45,0,2091
1927972279,"5/7/2016","Sat",1392,48,0,0,0,1.04,0,0,2229,1510,1.04,1.04,0,1510
1927972279,"5/8/2016","Sun",1440,0,0,0,0,0,0,0,2063,0,0,0,0,0
1927972279,"5/9/2016","Mon",1440,0,0,0,0,0,0,0,2063,0,0,0,0,0
2022484408,"4/12/2016","Tue",1157,227,14,42,0,4.26,0.77,3.31,2390,11875,8.34,8.34,0,11875
2022484408,"4/13/2016","Wed",1100,292,5,43,0,5.41,0.1,2.99,2601,12024,8.5,8.5,0,12024
2022484408,"4/14/2016","Thu",1148,257,3,32,0,4.82,0.21,2.48,2312,10690,7.5,7.5,0,10690
2022484408,"4/15/2016","Fri",1122,282,9,27,0,5.78,0.31,1.94,2525,11034,8.03,8.03,0,11034
2022484408,"4/16/2016","Sat",1237,151,11,41,0,3.39,0.55,3.15,2177,10100,7.09,7.09,0,10100
2022484408,"4/17/2016","Sun",1052,331,29,28,0,6.88,0.66,3.87,2782,15112,11.4,11.4,0,15112
2022484408,"4/18/2016","Mon",1078,311,3,48,0,6.3,0.12,3.64,2770,14131,10.07,10.07,0,14131
2022484408,"4/19/2016","Tue",1152,250,7,31,0,5,0.24,3.29,2489,11548,8.53,8.53,0,11548
2022484408,"4/20/2016","Wed",1053,276,63,48,0,5.4,1.93,3.34,2897,15112,10.67,10.67,0,15112
2022484408,"4/21/2016","Thu",1028,255,53,104,0,4.31,1.11,3.33,3158,12453,8.74,8.74,0,12453
2022484408,"4/22/2016","Fri",1105,273,10,52,0,4.47,0.42,4.43,2638,12954,9.33,9.33,0,12954
2022484408,"4/23/2016","Sat",1191,249,0,0,0,4.21,0,0,2069,6001,4.21,4.21,0,6001
2022484408,"4/24/2016","Sun",1161,216,26,37,0,4.58,1.15,4.55,2529,13481,10.28,10.28,0,13481
2022484408,"4/25/2016","Mon",1171,217,8,44,0,4.46,0.22,3.33,2470,11369,8.01,8.01,0,11369
2022484408,"4/26/2016","Tue",1086,275,24,55,0,5.11,0.66,1.43,2793,10119,7.19,7.19,0,10119
2022484408,"4/27/2016","Wed",1119,282,20,19,0,5.12,0.97,1.04,2463,10159,7.13,7.13,0,10159
2022484408,"4/28/2016","Thu",1123,291,20,6,0,5.39,1.33,0.41,2296,10140,7.12,7.12,0,10140
2022484408,"4/29/2016","Fri",1098,281,40,21,0,5.5,1.21,0.48,2611,10245,7.19,7.19,0,10245
2022484408,"4/30/2016","Sat",1043,361,23,13,0,10.57,1.4,0.94,2732,18387,12.91,12.91,0,18387
2022484408,"5/1/2016","Sun",1142,245,28,25,0,4.5,0.96,1.94,2380,10538,7.4,7.4,0,10538
2022484408,"5/10/2016","Tue",1084,271,28,57,0,5.56,1.21,2.22,2797,12798,8.98,8.98,0,12798
2022484408,"5/11/2016","Wed",1133,224,25,58,0,3.99,1.15,4.18,2544,13272,9.32,9.32,0,13272
2022484408,"5/12/2016","Thu",728,236,16,16,0,4.44,0.67,1.28,1853,9117,6.41,6.41,0,9117
2022484408,"5/2/2016","Mon",1119,277,8,36,0,4.33,0.34,2.61,2473,10379,7.29,7.29,0,10379
2022484408,"5/3/2016","Tue",1104,250,14,72,0,4.28,0.46,3.99,2752,12183,8.74,8.74,0,12183
2022484408,"5/4/2016","Wed",1105,272,27,36,0,4.85,0.93,2.51,2649,11768,8.29,8.29,0,11768
2022484408,"5/5/2016","Thu",1112,253,20,55,0,4.7,0.86,2.79,2609,11895,8.35,8.35,0,11895
2022484408,"5/6/2016","Fri",1104,295,17,24,0,4.64,0.67,1.87,2498,10227,7.18,7.18,0,10227
2022484408,"5/7/2016","Sat",1269,149,2,20,0,3.02,0.08,1.61,1995,6708,4.71,4.71,0,6708
2022484408,"5/8/2016","Sun",1305,135,0,0,0,2.31,0,0,1848,3292,2.31,2.31,0,3292
2022484408,"5/9/2016","Mon",1061,297,47,35,0,5.64,1.63,2.12,2709,13379,9.39,9.39,0,13379
2026352035,"4/12/2016","Tue",706,181,8,3,0,2.2,0.35,0.19,1459,4414,2.74,2.74,0,4414
2026352035,"4/13/2016","Wed",663,238,0,0,0,3.1,0,0,1521,4993,3.1,3.1,0,4993
2026352035,"4/14/2016","Thu",653,197,0,0,0,2.05,0,0,1431,3335,2.07,2.07,0,3335
2026352035,"4/15/2016","Fri",687,188,0,0,0,2.37,0,0,1444,3821,2.37,2.37,0,3821
2026352035,"4/16/2016","Sat",728,150,0,0,0,1.58,0,0,1373,2547,1.58,1.58,0,2547
2026352035,"4/17/2016","Sun",1053,60,0,0,0,0.52,0,0,1214,838,0.52,0.52,0,838
2026352035,"4/18/2016","Mon",1062,182,0,0,0,2.06,0,0,1419,3325,2.06,2.06,0,3325
2026352035,"4/19/2016","Tue",785,141,0,0,0,1.5,0,0,1356,2424,1.5,1.5,0,2424
2026352035,"4/20/2016","Wed",623,327,0,0,0,4.48,0,0,1667,7222,4.48,4.48,0,7222
2026352035,"4/21/2016","Thu",749,153,0,0,0,1.53,0,0,1370,2467,1.53,1.53,0,2467
2026352035,"4/22/2016","Fri",712,162,0,0,0,1.81,0,0,1399,2915,1.81,1.81,0,2915
2026352035,"4/23/2016","Sat",458,432,0,0,0,7.71,0,0,1916,12357,7.71,7.71,0,12357
2026352035,"4/24/2016","Sun",704,164,0,0,0,2.16,0,0,1401,3490,2.16,2.16,0,3490
2026352035,"4/25/2016","Mon",821,260,0,0,0,3.73,0,0,1576,6017,3.73,3.73,0,6017
2026352035,"4/26/2016","Tue",1018,288,0,0,0,3.68,0,0,1595,5933,3.68,3.68,0,5933
2026352035,"4/27/2016","Wed",586,286,0,0,0,3.77,0,0,1593,6088,3.77,3.77,0,6088
2026352035,"4/28/2016","Thu",626,331,0,0,0,3.95,0,0,1649,6375,3.95,3.95,0,6375
2026352035,"4/29/2016","Fri",492,352,0,0,0,4.71,0,0,1692,7604,4.71,4.71,0,7604
2026352035,"4/30/2016","Sat",594,233,0,0,0,2.93,0,0,1506,4729,2.93,2.93,0,4729
2026352035,"5/1/2016","Sun",716,191,0,0,0,2.28,0,0,1447,3609,2.28,2.28,0,3609
2026352035,"5/10/2016","Tue",1002,17,0,0,0,0.16,0,0,1141,254,0.16,0.16,0,254
2026352035,"5/11/2016","Wed",569,330,0,0,0,5.32,0,0,1698,8580,5.32,5.32,0,8580
2026352035,"5/12/2016","Thu",330,343,0,0,0,5.51,0,0,1364,8891,5.51,5.51,0,8891
2026352035,"5/2/2016","Mon",716,355,0,0,0,4.35,0,0,1690,7018,4.35,4.35,0,7018
2026352035,"5/3/2016","Tue",981,304,0,0,0,3.72,0,0,1604,5992,3.72,3.72,0,5992
2026352035,"5/4/2016","Wed",530,345,0,0,0,4.07,0,0,1658,6564,4.07,4.07,0,6564
2026352035,"5/5/2016","Thu",479,475,0,0,0,7.54,0,0,1926,12167,7.54,7.54,0,12167
2026352035,"5/6/2016","Fri",511,383,0,0,0,5.08,0,0,1736,8198,5.08,5.08,0,8198
2026352035,"5/7/2016","Sat",665,229,0,0,0,2.6,0,0,1491,4193,2.6,2.6,0,4193
2026352035,"5/8/2016","Sun",610,258,0,0,0,3.45,0,0,1555,5528,3.45,3.45,0,5528
2026352035,"5/9/2016","Mon",543,401,0,0,0,6.6,0,0,1869,10685,6.62,6.62,0,10685
2320127002,"4/12/2016","Tue",1112,306,9,13,0,6.01,0.31,1.17,2124,10725,7.49,7.49,0,10725
2320127002,"4/13/2016","Wed",1105,335,0,0,0,4.9,0,0,2003,7275,4.9,4.9,0,7275
2320127002,"4/14/2016","Thu",1249,191,0,0,0,2.68,0,0,1696,3973,2.68,2.68,0,3973
2320127002,"4/15/2016","Fri",1195,245,0,0,0,3.51,0,0,1801,5205,3.51,3.51,0,5205
2320127002,"4/16/2016","Sat",1245,195,0,0,0,3.4,0,0,1724,5057,3.41,3.41,0,5057
2320127002,"4/17/2016","Sun",1191,249,0,0,0,4.18,0,0,1852,6198,4.18,4.18,0,6198
2320127002,"4/18/2016","Mon",1173,260,7,0,0,4.14,0.26,0,1905,6559,4.42,4.42,0,6559
2320127002,"4/19/2016","Tue",1201,228,11,0,0,3.66,0.38,0,1811,5997,4.04,4.04,0,5997
2320127002,"4/20/2016","Wed",1146,283,11,0,0,4.34,0.49,0,1922,7192,4.85,4.85,0,7192
2320127002,"4/21/2016","Thu",1302,127,10,1,0,1.81,0.42,0.06,1610,3404,2.29,2.29,0,3404
2320127002,"4/22/2016","Fri",1174,266,0,0,0,3.76,0,0,1851,5583,3.76,3.76,0,5583
2320127002,"4/23/2016","Sat",1129,242,0,0,0,3.42,0,0,1804,5079,3.42,3.42,0,5079
2320127002,"4/24/2016","Sun",1236,204,0,0,0,2.8,0,0,1725,4165,2.81,2.81,0,4165
2320127002,"4/25/2016","Mon",1280,152,5,3,0,1.99,0.2,0.23,1654,3588,2.42,2.42,0,3588
2320127002,"4/26/2016","Tue",1293,147,0,0,0,2.3,0,0,1632,3409,2.3,2.3,0,3409
2320127002,"4/27/2016","Wed",1358,82,0,0,0,1.16,0,0,1481,1715,1.16,1.16,0,1715
2320127002,"4/28/2016","Thu",1364,76,0,0,0,1.03,0,0,1473,1532,1.03,1.03,0,1532
2320127002,"4/29/2016","Fri",1395,45,0,0,0,0.62,0,0,1410,924,0.62,0.62,0,924
2320127002,"4/30/2016","Sat",1206,234,0,0,0,3.07,0,0,1779,4571,3.08,3.08,0,4571
2320127002,"5/1/2016","Sun",1400,40,0,0,0,0.52,0,0,1403,772,0.52,0.52,0,772
