id,date,day_of_week,sedentary_minutes,lightly_active_minutes,fairly_active_minutes,very_active_minutes,sedentary_active_distance,light_active_distance,moderately_active_distance,very_active_distance
1503960366,4/12/2016,Tue,728,328,13,25,0.00,6.06,0.55,1.88
1503960366,4/13/2016,Wed,776,217,19,21,0.00,4.71,0.69,1.57
1503960366,4/14/2016,Thu,1218,181,11,30,0.00,3.91,0.40,2.44
1503960366,4/15/2016,Fri,726,209,34,29,0.00,2.83,1.26,2.14
1503960366,4/16/2016,Sat,773,221,10,36,0.00,5.04,0.41,2.71
1503960366,4/17/2016,Sun,539,164,20,38,0.00,2.51,0.78,3.19
1503960366,4/18/2016,Mon,1149,233,16,42,0.00,4.71,0.64,3.25
1503960366,4/19/2016,Tue,775,264,31,50,0.00,5.03,1.32,3.53
1503960366,4/20/2016,Wed,818,205,12,28,0.00,4.24,0.48,1.96
1503960366,4/21/2016,Thu,838,211,8,19,0.00,4.65,0.35,1.34
1503960366,4/22/2016,Fri,1217,130,27,66,0.00,2.24,1.12,4.76
1503960366,4/23/2016,Sat,732,262,21,41,0.00,5.36,0.87,2.81
1503960366,4/24/2016,Sun,709,238,5,39,0.00,3.28,0.21,2.92
1503960366,4/25/2016,Mon,814,216,14,73,0.00,3.94,0.57,5.29
1503960366,4/26/2016,Tue,833,279,23,31,0.00,5.54,0.92,2.33
1503960366,4/27/2016,Wed,1108,243,11,78,0.00,5.41,0.41,6.40
1503960366,4/28/2016,Thu,782,189,28,48,0.00,3.79,1.16,3.54
1503960366,4/29/2016,Fri,815,243,12,16,0.00,5.58,0.50,1.06
1503960366,4/30/2016,Sat,712,217,34,52,0.00,4.27,1.42,3.56
1503960366,5/1/2016,Sun,730,246,35,33,0.00,2.92,1.60,2.29
1503960366,5/2/2016,Mon,798,277,15,41,0.00,5.92,0.57,3.21
1503960366,5/3/2016,Tue,816,254,24,50,0.00,4.88,1.05,3.73
1503960366,5/4/2016,Wed,1179,203,22,36,0.00,3.82,0.87,2.46
1503960366,5/5/2016,Thu,857,250,24,45,0.00,4.88,1.08,2.92
1503960366,5/6/2016,Fri,754,289,6,24,0.00,5.81,0.25,1.97
1503960366,5/7/2016,Sat,833,175,46,37,0.00,3.13,2.12,2.46
1503960366,5/8/2016,Sun,574,203,8,44,0.00,2.73,0.32,3.53
1503960366,5/9/2016,Mon,835,206,11,46,0.00,3.74,0.53,3.45
1503960366,5/10/2016,Tue,746,214,31,46,0.00,3.26,1.16,3.35
1503960366,5/11/2016,Wed,669,251,23,36,0.00,4.55,1.01,2.56
1503960366,5/12/2016,Thu,1440,0,0,0,0.00,0.00,0.00,0.00
1624580081,4/12/2016,Tue,1294,146,0,0,0.00,5.31,0.00,0.00
1624580081,4/13/2016,Wed,1292,148,0,0,0.00,4.55,0.00,0.00
1624580081,4/14/2016,Thu,1204,236,0,0,0.01,5.91,0.00,0.00
1624580081,4/15/2016,Fri,1344,96,0,0,0.00,0.97,0.00,0.00
1624580081,4/16/2016,Sat,1264,176,0,0,0.00,3.49,0.00,0.00
1624580081,4/17/2016,Sun,1276,127,22,15,0.01,1.49,1.52,1.03
1624580081,4/18/2016,Mon,1214,202,7,17,0.01,4.62,0.62,2.15
1624580081,4/19/2016,Tue,1299,141,0,0,0.00,1.90,0.00,0.00
1624580081,4/20/2016,Wed,1289,151,0,0,0.00,3.23,0.00,0.00
1624580081,4/21/2016,Thu,1254,186,0,0,0.02,4.11,0.00,0.00
1624580081,4/22/2016,Fri,1241,199,0,0,0.00,2.60,0.00,0.00
1624580081,4/23/2016,Sat,1213,227,0,0,0.01,5.54,0.00,0.00
1624580081,4/24/2016,Sun,1221,185,18,16,0.00,1.89,0.91,1.15
1624580081,4/25/2016,Mon,1238,202,0,0,0.02,4.20,0.00,0.00
1624580081,4/26/2016,Tue,1300,140,0,0,0.01,1.83,0.00,0.00
1624580081,4/27/2016,Wed,1233,154,36,17,0.00,2.46,1.87,1.11
1624580081,4/28/2016,Thu,1320,115,5,0,0.00,1.60,0.20,0.00
1624580081,4/29/2016,Fri,1290,150,0,0,0.00,1.55,0.00,0.00
1624580081,4/30/2016,Sat,1182,224,23,11,0.01,2.12,1.28,0.90
1624580081,5/1/2016,Sun,1020,171,63,186,0.02,1.91,4.19,21.92
1624580081,5/2/2016,Mon,1261,166,6,7,0.00,3.47,0.59,0.86
1624580081,5/3/2016,Tue,1344,96,0,0,0.02,1.34,0.00,0.00
1624580081,5/4/2016,Wed,1322,118,0,0,0.00,1.42,0.00,0.00
1624580081,5/5/2016,Thu,1323,117,0,0,0.02,1.58,0.00,0.00
1624580081,5/6/2016,Fri,1338,102,0,0,0.01,1.12,0.00,0.00
1624580081,5/7/2016,Sat,1258,182,0,0,0.00,1.37,0.00,0.00
1624580081,5/8/2016,Sun,1288,152,0,0,0.00,2.22,0.00,0.00
1624580081,5/9/2016,Mon,1349,91,0,0,0.00,1.13,0.00,0.00
1624580081,5/10/2016,Tue,1301,139,0,0,0.01,1.92,0.00,0.00
1624580081,5/11/2016,Wed,1328,112,0,0,0.00,2.04,0.00,0.00
1624580081,5/12/2016,Thu,890,107,0,0,0.01,1.92,0.00,0.00
1644430081,4/12/2016,Tue,1131,256,51,2,0.00,5.33,2.30,0.14
1644430081,4/13/2016,Wed,1259,135,16,30,0.00,2.64,0.90,2.28
1644430081,4/14/2016,Thu,1125,252,58,5,0.00,5.10,2.56,0.36
1644430081,4/15/2016,Fri,1263,170,4,3,0.00,3.45,0.15,0.22
1644430081,4/16/2016,Sat,1135,212,42,51,0.00,5.09,1.88,4.10
1644430081,4/17/2016,Sun,1212,186,13,29,0.00,3.55,0.57,2.25
1644430081,4/18/2016,Mon,1271,121,33,15,0.00,2.45,1.67,1.07
1644430081,4/19/2016,Tue,1099,278,58,5,0.00,5.30,2.53,0.36
1644430081,4/20/2016,Wed,1315,125,0,0,0.01,1.76,0.00,0.00
1644430081,4/21/2016,Thu,1402,38,0,0,0.01,0.88,0.00,0.00
1644430081,4/22/2016,Fri,1354,86,0,0,0.01,2.66,0.00,0.00
1644430081,4/23/2016,Sat,1265,160,15,0,0.00,4.25,0.58,0.00
1644430081,4/24/2016,Sun,1351,89,0,0,0.00,2.41,0.00,0.00
1644430081,4/25/2016,Mon,1337,94,1,8,0.00,1.95,0.06,0.59
1644430081,4/26/2016,Tue,1165,223,41,11,0.00,4.69,1.72,0.80
1644430081,4/27/2016,Wed,1322,118,0,0,0.00,2.20,0.00,0.00
1644430081,4/28/2016,Thu,1157,227,53,3,0.00,4.31,2.32,0.20
1644430081,4/29/2016,Fri,1193,120,0,0,0.00,2.31,0.00,0.00
1644430081,4/30/2016,Sat,816,402,71,9,0.00,9.46,3.14,0.63
1644430081,5/1/2016,Sun,908,146,24,3,0.00,3.23,0.99,0.24
1644430081,5/2/2016,Mon,682,148,7,1,0.00,2.35,0.31,0.07
1644430081,5/3/2016,Tue,1115,221,94,10,0.00,4.54,4.09,0.72
1644430081,5/4/2016,Wed,1388,52,0,0,0.02,1.66,0.00,0.00
1644430081,5/5/2016,Thu,1341,81,12,6,0.01,2.13,0.54,0.52
1644430081,5/6/2016,Fri,1054,369,6,11,0.02,6.01,0.27,0.82
1644430081,5/7/2016,Sat,1139,243,17,41,0.01,5.67,0.79,3.26
1644430081,5/8/2016,Sun,991,295,0,0,0.00,4.88,0.00,0.00
1644430081,5/9/2016,Mon,1099,303,6,32,0.01,2.09,0.35,2.39
1644430081,5/10/2016,Tue,1254,155,19,12,0.01,4.97,0.81,0.88
1644430081,5/11/2016,Wed,713,49,0,0,0.01,0.95,0.00,0.00
1844505072,4/12/2016,Tue,1101,339,0,0,0.00,4.43,0.00,0.00
1844505072,4/13/2016,Wed,1192,248,0,0,0.00,3.26,0.00,0.00
1844505072,4/14/2016,Thu,843,373,0,0,0.00,5.23,0.00,0.00
1844505072,4/15/2016,Fri,527,176,0,0,0.00,2.54,0.00,0.00
1844505072,4/16/2016,Sat,1293,147,0,0,0.00,2.26,0.00,0.00
1844505072,4/17/2016,Sun,1231,199,8,2,0.00,2.59,0.26,0.14
1844505072,4/18/2016,Mon,1211,217,12,0,0.00,2.56,0.48,0.00
1844505072,4/19/2016,Tue,1430,10,0,0,0.00,0.13,0.00,0.00
1844505072,4/20/2016,Wed,1439,1,0,0,0.00,0.01,0.00,0.00
1844505072,4/21/2016,Thu,1117,308,13,2,0.00,4.68,0.52,0.12
1844505072,4/22/2016,Fri,1220,220,0,0,0.00,3.55,0.00,0.00
1844505072,4/23/2016,Sat,1301,139,0,0,0.00,2.36,0.00,0.00
1844505072,4/24/2016,Sun,1440,0,0,0,0.00,0.00,0.00,0.00
1844505072,4/25/2016,Mon,1440,0,0,0,0.00,0.00,0.00,0.00
1844505072,4/26/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
1844505072,4/27/2016,Wed,1439,1,0,0,0.00,0.00,0.00,0.00
1844505072,4/28/2016,Thu,1138,302,0,0,0.00,4.56,0.00,0.00
1844505072,4/29/2016,Fri,1082,247,0,0,0.00,3.25,0.00,0.00
1844505072,4/30/2016,Sat,218,184,0,0,0.00,2.65,0.00,0.00
1844505072,5/1/2016,Sun,585,75,7,0,0.00,1.45,0.26,0.00
1844505072,5/2/2016,Mon,1440,0,0,0,0.00,0.00,0.00,0.00
1844505072,5/3/2016,Tue,1256,184,0,0,0.00,2.68,0.00,0.00
1844505072,5/4/2016,Wed,1353,87,0,0,0.00,1.37,0.00,0.00
1844505072,5/5/2016,Thu,1320,120,0,0,0.00,1.48,0.00,0.00
1844505072,5/6/2016,Fri,1438,2,0,0,0.00,0.03,0.00,0.00
1844505072,5/7/2016,Sat,1440,0,0,0,0.00,0.00,0.00,0.00
1844505072,5/8/2016,Sun,1440,0,0,0,0.00,0.00,0.00,0.00
1844505072,5/9/2016,Mon,1440,0,0,0,0.00,0.00,0.00,0.00
1844505072,5/10/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
1844505072,5/11/2016,Wed,1440,0,0,0,0.00,0.00,0.00,0.00
1844505072,5/12/2016,Thu,711,0,0,0,0.00,0.00,0.00,0.00
1927972279,4/12/2016,Tue,734,55,0,0,0.00,0.47,0.00,0.00
1927972279,4/13/2016,Wed,986,32,0,0,0.00,0.25,0.00,0.00
1927972279,4/14/2016,Thu,1292,88,9,0,0.00,1.10,0.40,0.00
1927972279,4/15/2016,Fri,941,51,0,0,0.00,0.68,0.00,0.00
1927972279,4/16/2016,Sat,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,4/17/2016,Sun,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,4/18/2016,Mon,1423,17,0,0,0.00,0.17,0.00,0.00
1927972279,4/19/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,4/20/2016,Wed,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,4/21/2016,Thu,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,4/22/2016,Fri,1430,10,0,0,0.00,0.10,0.00,0.00
1927972279,4/23/2016,Sat,1295,145,0,0,0.00,2.04,0.00,0.00
1927972279,4/24/2016,Sun,1358,75,6,1,0.00,1.14,0.24,0.07
1927972279,4/25/2016,Mon,1303,12,0,0,0.00,0.11,0.00,0.00
1927972279,4/26/2016,Tue,1058,192,0,0,0.00,2.60,0.00,0.00
1927972279,4/27/2016,Wed,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,4/28/2016,Thu,1167,95,0,0,0.00,1.16,0.00,0.00
1927972279,4/29/2016,Fri,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,4/30/2016,Sat,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,5/1/2016,Sun,1355,70,1,14,0.00,0.83,0.03,1.01
1927972279,5/2/2016,Mon,1322,94,8,16,0.00,1.16,0.30,1.16
1927972279,5/3/2016,Tue,1413,17,0,10,0.00,0.18,0.00,0.73
1927972279,5/4/2016,Wed,1353,87,0,0,0.00,1.24,0.00,0.00
1927972279,5/5/2016,Thu,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,5/6/2016,Fri,1332,108,0,0,0.00,1.45,0.00,0.00
1927972279,5/7/2016,Sat,1392,48,0,0,0.00,1.04,0.00,0.00
1927972279,5/8/2016,Sun,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,5/9/2016,Mon,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,5/10/2016,Tue,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,5/11/2016,Wed,1440,0,0,0,0.00,0.00,0.00,0.00
1927972279,5/12/2016,Thu,966,0,0,0,0.00,0.00,0.00,0.00
2022484408,4/12/2016,Tue,1157,227,14,42,0.00,4.26,0.77,3.31
2022484408,4/13/2016,Wed,1100,292,5,43,0.00,5.41,0.10,2.99
2022484408,4/14/2016,Thu,1148,257,3,32,0.00,4.82,0.21,2.48
2022484408,4/15/2016,Fri,1122,282,9,27,0.00,5.78,0.31,1.94
2022484408,4/16/2016,Sat,1237,151,11,41,0.00,3.39,0.55,3.15
2022484408,4/17/2016,Sun,1052,331,29,28,0.00,6.88,0.66,3.87
2022484408,4/18/2016,Mon,1078,311,3,48,0.00,6.30,0.12,3.64
2022484408,4/19/2016,Tue,1152,250,7,31,0.00,5.00,0.24,3.29
2022484408,4/20/2016,Wed,1053,276,63,48,0.00,5.40,1.93,3.34
2022484408,4/21/2016,Thu,1028,255,53,104,0.00,4.31,1.11,3.33
2022484408,4/22/2016,Fri,1105,273,10,52,0.00,4.47,0.42,4.43
2022484408,4/23/2016,Sat,1191,249,0,0,0.00,4.21,0.00,0.00
2022484408,4/24/2016,Sun,1161,216,26,37,0.00,4.58,1.15,4.55
2022484408,4/25/2016,Mon,1171,217,8,44,0.00,4.46,0.22,3.33
2022484408,4/26/2016,Tue,1086,275,24,55,0.00,5.11,0.66,1.43
2022484408,4/27/2016,Wed,1119,282,20,19,0.00,5.12,0.97,1.04
2022484408,4/28/2016,Thu,1123,291,20,6,0.00,5.39,1.33,0.41
2022484408,4/29/2016,Fri,1098,281,40,21,0.00,5.50,1.21,0.48
2022484408,4/30/2016,Sat,1043,361,23,13,0.00,10.57,1.40,0.94
2022484408,5/1/2016,Sun,1142,245,28,25,0.00,4.50,0.96,1.94
2022484408,5/2/2016,Mon,1119,277,8,36,0.00,4.33,0.34,2.61
2022484408,5/3/2016,Tue,1104,250,14,72,0.00,4.28,0.46,3.99
2022484408,5/4/2016,Wed,1105,272,27,36,0.00,4.85,0.93,2.51
2022484408,5/5/2016,Thu,1112,253,20,55,0.00,4.70,0.86,2.79
2022484408,5/6/2016,Fri,1104,295,17,24,0.00,4.64,0.67,1.87
2022484408,5/7/2016,Sat,1269,149,2,20,0.00,3.02,0.08,1.61
2022484408,5/8/2016,Sun,1305,135,0,0,0.00,2.31,0.00,0.00
2022484408,5/9/2016,Mon,1061,297,47,35,0.00,5.64,1.63,2.12
2022484408,5/10/2016,Tue,1084,271,28,57,0.00,5.56,1.21,2.22
2022484408,5/11/2016,Wed,1133,224,25,58,0.00,3.99,1.15,4.18
2022484408,5/12/2016,Thu,728,236,16,16,0.00,4.44,0.67,1.28
2026352035,4/12/2016,Tue,706,181,8,3,0.00,2.20,0.35,0.19
2026352035,4/13/2016,Wed,663,238,0,0,0.00,3.10,0.00,0.00
2026352035,4/14/2016,Thu,653,197,0,0,0.00,2.05,0.00,0.00
2026352035,4/15/2016,Fri,687,188,0,0,0.00,2.37,0.00,0.00
2026352035,4/16/2016,Sat,728,150,0,0,0.00,1.58,0.00,0.00
2026352035,4/17/2016,Sun,1053,60,0,0,0.00,0.52,0.00,0.00
2026352035,4/18/2016,Mon,1062,182,0,0,0.00,2.06,0.00,0.00
2026352035,4/19/2016,Tue,785,141,0,0,0.00,1.50,0.00,0.00
2026352035,4/20/2016,Wed,623,327,0,0,0.00,4.48,0.00,0.00
2026352035,4/21/2016,Thu,749,153,0,0,0.00,1.53,0.00,0.00
2026352035,4/22/2016,Fri,712,162,0,0,0.00,1.81,0.00,0.00
2026352035,4/23/2016,Sat,458,432,0,0,0.00,7.71,0.00,0.00
2026352035,4/24/2016,Sun,704,164,0,0,0.00,2.16,0.00,0.00
2026352035,4/25/2016,Mon,821,260,0,0,0.00,3.73,0.00,0.00
2026352035,4/26/2016,Tue,1018,288,0,0,0.00,3.68,0.00,0.00
2026352035,4/27/2016,Wed,586,286,0,0,0.00,3.77,0.00,0.00
2026352035,4/28/2016,Thu,626,331,0,0,0.00,3.95,0.00,0.00
2026352035,4/29/2016,Fri,492,352,0,0,0.00,4.71,0.00,0.00
2026352035,4/30/2016,Sat,594,233,0,0,0.00,2.93,0.00,0.00
2026352035,5/1/2016,Sun,716,191,0,0,0.00,2.28,0.00,0.00
2026352035,5/2/2016,Mon,716,355,0,0,0.00,4.35,0.00,0.00
2026352035,5/3/2016,Tue,981,304,0,0,0.00,3.72,0.00,0.00
2026352035,5/4/2016,Wed,530,345,0,0,0.00,4.07,0.00,0.00
2026352035,5/5/2016,Thu,479,475,0,0,0.00,7.54,0.00,0.00
2026352035,5/6/2016,Fri,511,383,0,0,0.00,5.08,0.00,0.00
2026352035,5/7/2016,Sat,665,229,0,0,0.00,2.60,0.00,0.00
2026352035,5/8/2016,Sun,610,258,0,0,0.00,3.45,0.00,0.00
2026352035,5/9/2016,Mon,543,401,0,0,0.00,6.60,0.00,0.00
2026352035,5/10/2016,Tue,1002,17,0,0,0.00,0.16,0.00,0.00
2026352035,5/11/2016,Wed,569,330,0,0,0.00,5.32,0.00,0.00
2026352035,5/12/2016,Thu,330,343,0,0,0.00,5.51,0.00,0.00
2320127002,4/12/2016,Tue,1112,306,9,13,0.00,6.01,0.31,1.17
2320127002,4/13/2016,Wed,1105,335,0,0,0.00,4.90,0.00,0.00
2320127002,4/14/2016,Thu,1249,191,0,0,0.00,2.68,0.00,0.00
2320127002,4/15/2016,Fri,1195,245,0,0,0.00,3.51,0.00,0.00
2320127002,4/16/2016,Sat,1245,195,0,0,0.00,3.40,0.00,0.00
2320127002,4/17/2016,Sun,1191,249,0,0,0.00,4.18,0.00,0.00
2320127002,4/18/2016,Mon,1173,260,7,0,0.00,4.14,0.26,0.00
2320127002,4/19/2016,Tue,1201,228,11,0,0.00,3.66,0.38,0.00
2320127002,4/20/2016,Wed,1146,283,11,0,0.00,4.34,0.49,0.00
2320127002,4/21/2016,Thu,1302,127,10,1,0.00,1.81,0.42,0.06
2320127002,4/22/2016,Fri,1174,266,0,0,0.00,3.76,0.00,0.00
2320127002,4/23/2016,Sat,1129,242,0,0,0.00,3.42,0.00,0.00
2320127002,4/24/2016,Sun,1236,204,0,0,0.00,2.80,0.00,0.00
2320127002,4/25/2016,Mon,1280,152,5,3,0.00,1.99,0.20,0.23
2320127002,4/26/2016,Tue,1293,147,0,0,0.00,2.30,0.00,0.00
2320127002,4/27/2016,Wed,1358,82,0,0,0.00,1.16,0.00,0.00
2320127002,4/28/2016,Thu,1364,76,0,0,0.00,1.03,0.00,0.00
2320127002,4/29/2016,Fri,1395,45,0,0,0.00,0.62,0.00,0.00
2320127002,4/30/2016,Sat,1206,234,0,0,0.00,3.07,0.00,0.00
2320127002,5/1/2016,Sun,1400,40,0,0,0.00,0.52,0.00,0.00
2320127002,5/2/2016,Mon,1306,123,6,5,0.00,1.88,0.21,0.36
2320127002,5/3/2016,Tue,1204,206,10,20,0.00,3.16,0.37,1.49
2320127002,5/4/2016,Wed,1388,52,0,0,0.00,0.81,0.00,0.00
2320127002,5/5/2016,Thu,1206,223,11,0,0.00,3.11,0.39,0.00
2320127002,5/6/2016,Fri,1236,204,0,0,0.00,3.29,0.00,0.00
2320127002,5/7/2016,Sat,1121,319,0,0,0.00,4.97,0.00,0.00
2320127002,5/8/2016,Sun,1193,247,0,0,0.00,3.47,0.00,0.00
2320127002,5/9/2016,Mon,1295,145,0,0,0.00,2.08,0.00,0.00
2320127002,5/10/2016,Tue,1150,290,0,0,0.00,4.20,0.00,0.00
2320127002,5/11/2016,Wed,1140,300,0,0,0.00,4.33,0.00,0.00
2320127002,5/12/2016,Thu,830,128,0,0,0.00,1.79,0.00,0.00
2347167796,4/12/2016,Tue,964,320,13,28,0.00,4.20,0.62,2.00
2347167796,4/13/2016,Wed,676,195,32,19,0.00,3.41,1.94,1.66
2347167796,4/14/2016,Thu,705,206,48,1,0.00,3.94,2.74,0.02
2347167796,4/15/2016,Fri,720,284,24,1,0.00,5.43,1.42,0.07
2347167796,4/16/2016,Sat,968,268,72,66,0.00,5.53,4.10,5.45
2347167796,4/17/2016,Sun,508,249,7,1,0.00,3.26,0.28,0.08
2347167796,4/18/2016,Mon,678,206,16,11,0.00,3.79,0.86,0.79
2347167796,4/19/2016,Tue,648,382,7,0,0.00,4.44,0.00,0.00
2347167796,4/20/2016,Wed,1011,269,43,11,0.00,4.78,1.81,0.68
2347167796,4/21/2016,Thu,761,208,26,23,0.00,3.38,1.53,1.85
2347167796,4/22/2016,Fri,781,206,27,9,0.00,2.92,1.68,0.56
2347167796,4/23/2016,Sat,591,360,35,32,0.00,7.15,1.45,2.78
2347167796,4/24/2016,Sun,584,360,0,0,0.00,6.26,0.00,0.00
2347167796,4/25/2016,Mon,653,277,11,15,0.00,4.60,0.52,1.27
2347167796,4/26/2016,Tue,732,227,0,0,0.00,3.95,0.00,0.00
2347167796,4/27/2016,Wed,623,295,9,26,0.00,5.32,0.40,1.86
2347167796,4/28/2016,Thu,764,229,0,0,0.00,3.60,0.00,0.00
2347167796,4/29/2016,Fri,2,4,0,0,0.00,0.03,0.00,0.00
2873212765,4/12/2016,Tue,1061,356,21,2,0.00,4.88,0.93,0.11
2873212765,4/13/2016,Wed,1028,404,8,0,0.02,4.88,0.22,0.00
2873212765,4/14/2016,Thu,1109,331,0,0,0.00,5.32,0.00,0.00
2873212765,4/15/2016,Fri,992,448,0,0,0.01,5.69,0.00,0.00
2873212765,4/16/2016,Sat,1087,305,1,47,0.01,3.51,0.02,3.11
2873212765,4/17/2016,Sun,1272,160,8,0,0.00,1.34,0.35,0.00
2873212765,4/18/2016,Mon,1122,311,6,1,0.00,4.89,0.28,0.07
2873212765,4/19/2016,Tue,1051,389,0,0,0.00,5.36,0.00,0.00
2873212765,4/20/2016,Wed,1035,378,5,22,0.01,4.66,0.12,1.51
2873212765,4/21/2016,Thu,1057,371,10,2,0.01,5.47,0.37,0.13
2873212765,4/22/2016,Fri,1028,366,0,46,0.02,4.42,0.00,0.46
2873212765,4/23/2016,Sat,1077,330,5,28,0.01,4.02,0.23,2.09
2873212765,4/24/2016,Sun,1203,190,1,46,0.00,1.62,0.06,3.00
2873212765,4/25/2016,Mon,1081,359,0,0,0.00,4.95,0.00,0.00
2873212765,4/26/2016,Tue,1124,309,5,2,0.00,5.24,0.18,0.12
2873212765,4/27/2016,Wed,1197,197,0,46,0.00,2.36,0.00,0.00
2873212765,4/28/2016,Thu,1192,213,7,28,0.00,2.91,0.34,2.16
2873212765,4/29/2016,Fri,1191,206,23,20,0.00,2.18,1.41,1.36
2873212765,4/30/2016,Sat,1167,248,20,5,0.01,4.26,1.08,0.33
2873212765,5/1/2016,Sun,1219,196,18,7,0.00,3.44,1.04,0.49
2873212765,5/2/2016,Mon,1099,334,7,0,0.02,4.83,0.21,0.00
2873212765,5/3/2016,Tue,1070,363,6,1,0.01,4.66,0.25,0.06
2873212765,5/4/2016,Wed,1020,420,0,0,0.00,5.56,0.00,0.00
2873212765,5/5/2016,Thu,1093,311,23,13,0.00,4.03,0.80,0.78
2873212765,5/6/2016,Fri,1065,370,5,0,0.01,4.61,0.12,0.00
2873212765,5/7/2016,Sat,1302,52,11,75,0.00,0.55,0.55,2.28
2873212765,5/8/2016,Sun,1068,326,0,46,0.00,2.64,0.00,2.90
2873212765,5/9/2016,Mon,1095,345,0,0,0.00,5.19,0.00,0.00
2873212765,5/10/2016,Tue,1067,373,0,0,0.01,5.55,0.00,0.00
2873212765,5/11/2016,Wed,1121,319,0,0,0.01,4.32,0.00,0.00
2873212765,5/12/2016,Thu,720,268,0,0,0.00,5.11,0.00,0.00
3372868164,4/12/2016,Tue,1160,280,0,0,0.01,3.23,0.00,0.00
3372868164,4/13/2016,Wed,1045,371,8,16,0.02,5.27,0.34,0.99
3372868164,4/14/2016,Thu,1039,370,25,6,0.01,4.65,1.03,0.34
3372868164,4/15/2016,Fri,1105,335,0,0,0.02,5.06,0.00,0.00
3372868164,4/16/2016,Sat,1084,356,0,0,0.03,4.70,0.00,0.00
3372868164,4/17/2016,Sun,1105,322,2,11,0.01,4.36,0.10,1.41
3372868164,4/18/2016,Mon,1070,343,7,20,0.00,3.35,0.20,1.08
3372868164,4/19/2016,Tue,1064,376,0,0,0.02,5.24,0.00,0.00
3372868164,4/20/2016,Wed,1148,274,3,15,0.02,2.38,0.09,0.84
3372868164,4/21/2016,Thu,1037,376,9,18,0.01,4.64,0.26,1.15
3372868164,4/22/2016,Fri,1234,206,0,0,0.01,2.61,0.00,0.00
3372868164,4/23/2016,Sat,1115,303,2,20,0.00,3.58,0.08,1.40
3372868164,4/24/2016,Sun,1127,292,7,14,0.02,3.49,0.19,0.89
3372868164,4/25/2016,Mon,1024,416,0,0,0.00,4.09,0.00,0.00
3372868164,4/26/2016,Tue,1083,333,2,22,0.01,3.87,0.05,1.85
